,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,logg,[Fe/H],Radius,mass,rho,Distance,E(B-V)
9808,9808,9808,9808,9808,9808,248558640,10 22 32.927,+04 46 34.14,1,17.013,,,,10223292+0446341,2126-301-4-0244-0106,STAR,gri,-14,3,-142,3,,,,,,,21.337,0.093,18.793,0.008,17.387,0.005,16.25,0.004,15.655,0.006,14.349,0.033,13.852,0.042,13.663,0.055,3358,5.115,0.02,0.187,0.167,25.51,88.8,0.017
9809,9809,9809,9809,9809,9809,248558656,10 39 02.412,+04 46 35.85,1,17.758,,,,,2126-301-4-0271-0256,EXTENDED,gri,2,4,21,4,,,,,,,20.122,0.085,18.641,0.012,17.829,0.009,17.379,0.008,17.061,0.024,,,,,,,,,,,,,,
9810,9810,9810,9810,9810,9810,248558665,10 20 41.444,+04 46 36.32,1,16.184,,,,10204144+0446363,2125-301-5-0243-0123,EXTENDED,gri,2,3,-12,3,,,,,,,17.788,0.016,16.694,0.004,16.259,0.004,15.965,0.004,15.81,0.009,16.003,0.146,15.444,0.187,15.077,0.182,,,,,,,,
9811,9811,9811,9811,9811,9811,248558667,10 20 13.478,+04 46 36.59,1,17.381,,,,10201347+0446365,2125-301-5-0242-0140,STAR,gri,-31,3,-74,3,,,,,,,21.916,0.153,19.493,0.013,17.994,0.006,16.476,0.005,15.663,0.005,14.198,0.037,13.589,0.027,13.335,0.042,3462,5.1,-0.143,0.198,0.184,22.96,124.2,0.024
9812,9812,9812,9812,9812,9812,248558708,10 22 06.316,+04 46 40.18,1,17.114,,,474-045395,10220631+0446396,,STAR,BV,-0.6,4.5,2.7,5.1,,,17.72,0.16,17.194,0.109,,,,,,,,,,,16.15,0.118,15.755,0.151,,,,,,,,,,
9813,9813,9813,9813,9813,9813,248558715,10 34 46.012,+04 46 40.57,1,16.863,,,,10344601+0446405,2126-301-4-0264-0055,EXTENDED,gri,-1,3,3,3,,,,,,,20.065,0.076,17.976,0.008,16.856,0.005,16.386,0.005,16.054,0.01,15.574,0.095,14.848,0.116,14.467,0.122,,,,,,,,
9814,9814,9814,9814,9814,9814,248558730,10 30 32.351,+04 46 41.73,1,14.477,,,474-045646,10303236+0446417,2126-301-4-0257-0045,STAR,gri,11,2.8,23.2,3.2,,,15.784,0.05,14.796,0.07,,,15.345,0.07,14.409,0.09,14.105,0.15,,,12.788,0.023,12.247,0.027,12.168,0.026,4778,4.625,-0.108,0.697,0.758,2.224,362.1,0.033
9815,9815,9815,9815,9815,9815,248558732,10 28 04.560,+04 46 41.91,1,15.521,,,474-045565,10280456+0446420,2126-301-4-0253-0137,STAR,gri,-34.9,3.6,20.7,4.2,,,17.527,0.18,16.244,0.04,,,16.954,0.06,15.609,0.13,14.906,0.06,,,13.417,0.027,12.756,0.024,12.585,0.026,3927,4.852,-0.025,0.427,0.486,5.831,226.8,0.033
9816,9816,9816,9816,9816,9816,248558758,10 39 49.001,+04 46 45.40,1,18.475,,,,,2126-301-4-0272-0174,EXTENDED,gri,-6,4,-1,4,,,,,,,20.267,0.063,19.16,0.013,18.542,0.01,18.182,0.01,18.053,0.032,,,,,,,,,,,,,,
9817,9817,9817,9817,9817,9817,248558790,10 46 05.177,+04 46 48.68,1,13.082,,,474-046063,10460517+0446487,,STAR,gri,2.6,2.8,-4.9,2.4,,,14.19,0.01,13.342,0.02,,,13.74,0.02,13.057,0.01,12.8,0.04,,,11.736,0.026,11.299,0.026,11.221,0.026,5093,3.179,-0.586,4.262,0.936,0.01,1436,0.028
9818,9818,9818,9818,9818,9818,248558798,10 31 38.151,+04 46 49.55,1,16.922,,,,10313815+0446495,2126-301-4-0259-0114,EXTENDED,gri,-1,3,-2,3,,,,,,,19.401,0.046,17.714,0.007,16.94,0.005,16.582,0.005,16.316,0.012,16.141,0.147,15.402,0.164,14.857,0.142,,,,,,,,
9819,9819,9819,9819,9819,9819,248558816,10 32 08.285,+04 46 51.70,1,11.431,,,474-045680,10320827+0446516,,STAR,gri,-27.3,0.7,4.1,1.4,,,11.951,0.01,11.491,0.05,,,11.638,0.04,11.361,0.03,11.282,0.06,,,10.501,0.024,10.25,0.022,10.25,0.023,6361,4.192,-0.183,1.385,1.176,0.411,345.5,0.028
9820,9820,9820,9820,9820,9820,248558849,10 37 20.936,+04 46 55.93,1,14.796,,,474-045830,10372092+0446558,2126-301-4-0268-0133,STAR,gri,-87.6,11.3,-69.7,5.5,,,16.84,0.06,15.404,0.07,,,16.156,0.04,14.788,0.02,14.213,0.04,,,12.737,0.024,12.077,0.022,11.921,0.023,3966,4.881,-0.207,0.4,0.447,6.908,161.8,0.024
9821,9821,9821,9821,9821,9821,248558882,10 37 30.797,+04 47 00.33,1,17.48,,,,10373079+0447003,2126-301-4-0268-0260,EXTENDED,gri,-1,3,1,3,,,,,,,20.183,0.054,18.375,0.007,17.514,0.006,17.097,0.005,16.805,0.012,15.905,0.109,15.265,0.114,14.932,0.139,,,,,,,,
9822,9822,9822,9822,9822,9822,248558893,10 20 20.516,+04 47 02.36,1,14.647,,,474-045344,10202051+0447023,,STAR,gri,-6.3,3.8,6.1,4.6,,,15.92,0.05,14.98,0.02,,,15.471,0.044,14.626,0.02,14.294,0.03,,,13.144,0.023,12.631,0.023,12.55,0.028,4817,4.608,-0.095,0.721,0.791,2.055,457.2,0.037
9823,9823,9823,9823,9823,9823,248558895,10 33 19.958,+04 47 02.52,1,12.885,,,474-045725,10331995+0447025,,STAR,gri,-10.7,1.6,-2.4,2.4,,,13.725,0.03,13.067,0.03,,,13.331,0.02,12.894,0.05,12.694,0.03,,,11.781,0.024,11.404,0.022,11.334,0.019,5665,4.094,-0.271,1.472,0.964,0.275,629.3,0.033
9824,9824,9824,9824,9824,9824,248558910,10 45 40.463,+04 47 03.74,1,17.623,,,,,2125-301-4-0284-0136,EXTENDED,gri,-34,4,-32,4,,,,,,,19.279,0.047,18.142,0.009,17.705,0.008,17.4,0.009,17.231,0.029,,,,,,,,,,,,,,
9825,9825,9825,9825,9825,9825,248558942,10 34 28.741,+04 47 07.41,1,16.062,,,,10342874+0447074,2126-301-4-0263-0284,EXTENDED,gri,-3,3,-6,3,,,,,,,18.531,0.027,16.867,0.004,16.083,0.004,15.717,0.004,15.464,0.008,15.387,0.097,14.683,0.101,14.244,0.093,,,,,,,,
9826,9826,9826,9826,9826,9826,248558974,10 44 47.998,+04 47 10.22,1,13.917,,,474-046022,10444799+0447100,2125-301-4-0283-0039,STAR,gri,-39.3,3.4,-6.3,2.9,,,14.966,0.01,14.173,0.02,,,14.447,0.14,13.928,0.01,13.69,0.03,,,12.629,0.025,12.191,0.024,12.102,0.026,5238,4.584,-0.446,0.737,0.771,1.911,390.1,0.036
9827,9827,9827,9827,9827,9827,248558981,10 26 33.296,+04 47 11.12,1,12.866,,,474-045521,10263329+0447111,,STAR,gri,0.2,2.1,-7.5,2.5,,,14.239,0.03,13.21,0.02,,,13.685,0.01,12.898,0.02,12.515,0.03,,,11.266,0.023,10.742,0.026,10.623,0.021,4748,1.361,-1.779,30.823,0.814,2.70E-05,7875,0.046
9828,9828,9828,9828,9828,9828,248558995,10 21 39.142,+04 47 11.94,1,16.957,,,,10213914+0447119,2125-301-5-0245-0168,EXTENDED,gri,-6,3,1,3,,,,,,,19.608,0.048,17.909,0.007,17.003,0.005,16.549,0.005,16.256,0.01,15.753,0.106,14.977,0.09,14.671,0.13,,,,,,,,
9829,9829,9829,9829,9829,9829,248559001,10 37 01.455,+04 47 12.25,1,8.88,,256-683-1,474-045818,10370144+0447121,,STAR,gri,19.7,1,-29.2,1.1,,,9.503,0.023,8.847,0.016,,,9.673,0.37,8.978,0.27,8.54,0.08,,,7.725,0.026,7.481,0.029,7.39,0.018,6184,3.95,-0.003,1.837,1.34,0.18,126.2,0.021
9830,9830,9830,9830,9830,9830,248559023,10 29 03.096,+04 47 14.59,1,18.766,,,,10290309+0447145,2126-301-4-0254-0237,STAR,gri,8,5,-54,5,,,,,,,22.889,0.3,20.237,0.018,18.797,0.009,18.135,0.008,17.764,0.017,16.516,0.133,15.71,0.137,,,,,,,,,,
9831,9831,9831,9831,9831,9831,248559032,10 37 38.147,+04 47 15.55,1,16.539,,,,10373814+0447155,2126-301-4-0269-0096,EXTENDED,gri,2,3,-1,3,,,,,,,19.515,0.049,17.523,0.006,16.557,0.004,16.117,0.004,15.759,0.009,15.321,0.079,14.659,0.098,14.228,0.09,,,,,,,,
9832,9832,9832,9832,9832,9832,248559042,10 45 00.180,+04 47 16.77,1,14.294,,,474-046029,10450017+0447166,2125-301-4-0283-0065,STAR,gri,54.4,6.4,-53.1,3.9,,,16.293,0.06,14.934,0.03,,,15.478,0.36,14.385,0.02,13.786,0.03,,,12.26,0.022,11.635,0.025,11.416,0.021,3895,4.904,-0.196,0.378,0.415,7.617,117.5,0.027
9833,9833,9833,9833,9833,9833,248559074,10 46 21.107,+04 47 21.31,1,17.437,,,,10462110+0447213,2125-301-4-0286-0185,EXTENDED,gri,-5,3,3,3,,,,,,,20.362,0.101,18.453,0.01,17.448,0.007,17.002,0.006,16.666,0.016,16.234,0.131,15.23,0.136,15.185,0.188,,,,,,,,
9834,9834,9834,9834,9834,9834,248559075,10 41 58.546,+04 47 21.36,1,11.238,,257-1023-1,474-045940,10415855+0447214,,STAR,gri,-33.5,2.8,-8,2.7,,,11.937,0.145,11.844,0.228,,,11.459,0.01,11.164,0.01,11.089,0.05,,,10.231,0.023,9.997,0.025,9.94,0.019,6393,4.193,-0.176,1.396,1.194,0.389,309.8,0.029
9835,9835,9835,9835,9835,9835,248559088,10 43 07.805,+04 47 22.41,1,17.513,,,,10430780+0447224,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.016,0.111,15.234,0.11,14.73,0.129,3751,4.963,-0.21,0.3,0.32,9.768,478.1,0.032
9836,9836,9836,9836,9836,9836,248559117,10 15 53.190,+04 47 25.39,1,14.619,,,474-045223,10155319+0447253,,STAR,JHK,-3.4,3.8,-0.4,4.6,,,,,,,,,,,,,,,,,12.761,0.03,12.176,0.023,12.021,0.028,4643,2.55,-0.413,3.826,0.773,0.004,1993,0.036
9837,9837,9837,9837,9837,9837,248559166,10 17 52.104,+04 47 31.52,1,17.926,,,,10175210+0447315,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.398,0.113,15.819,0.132,15.348,0.172,3728,4.975,-0.228,0.285,0.305,11.31,558,0.033
9838,9838,9838,9838,9838,9838,248559172,10 13 49.474,+04 47 31.87,1,15.393,,,474-045155,10134947+0447320,2125-301-5-0232-0004,STAR,gri,-20.4,2.8,-6.5,3.2,,,17.067,0.04,15.787,0.04,,,16.494,0.03,15.32,0.06,14.922,0.08,,,13.643,0.03,13.066,0.023,12.946,0.027,4306,4.747,-0.207,0.535,0.595,3.712,346.5,0.031
9839,9839,9839,9839,9839,9839,248559191,10 38 07.023,+04 47 34.75,1,17.641,,,,10380702+0447347,2126-301-4-0269-0162,EXTENDED,gri,1,3,-4,3,,,,,,,20.596,0.125,18.77,0.013,17.636,0.008,17.157,0.007,16.805,0.018,16.707,0.18,15.81,0.185,15.116,0.154,,,,,,,,
9840,9840,9840,9840,9840,9840,248559194,10 30 35.384,+04 47 35.05,1,12.434,,,474-045649,10303539+0447350,,STAR,gri,6.1,2.1,-13.3,2.3,,,13.071,0.03,12.589,0.07,,,12.735,0.02,12.425,0.04,12.305,0.08,,,11.537,0.026,11.262,0.023,11.241,0.023,6254,4.145,-0.262,1.425,1.087,0.33,569.6,0.03
9841,9841,9841,9841,9841,9841,248559195,10 26 15.087,+04 47 35.39,1,18.762,,,,10261508+0447353,2126-301-4-0250-0008,EXTENDED,gri,1,3,-16,3,,,,,,,22.12,0.228,20.099,0.021,18.772,0.011,18.189,0.009,17.854,0.022,16.629,0.162,15.907,0.166,15.145,0.165,,,,,,,,
9842,9842,9842,9842,9842,9842,248559205,10 31 18.622,+04 47 36.83,1,19.069,,,,10311862+0447368,2126-301-4-0258-0182,EXTENDED,gri,,,,,,,,,,,21.488,0.138,20.146,0.022,19.116,0.014,18.607,0.012,18.434,0.036,16.557,0.186,,,15.291,0.216,,,,,,,,
9843,9843,9843,9843,9843,9843,248559209,10 14 40.125,+04 47 37.45,1,15.528,,,474-045186,10144010+0447374,2125-301-5-0233-0051,STAR,gri,-1.9,2.9,-0.4,3.5,,,15.997,0.36,15.564,0.21,,,15.676,0.3,15.479,0.24,15.437,0.2,,,14.409,0.038,14.131,0.041,14.219,0.079,6048,4.291,-0.59,1.093,0.874,0.623,1559,0.031
9844,9844,9844,9844,9844,9844,248559211,10 20 04.960,+04 47 37.99,1,12.995,,,474-045338,10200495+0447378,,STAR,gri,27.2,2,-9,2.4,,,13.9,0.01,13.165,0.04,,,13.451,0.02,12.942,0.02,12.799,0.05,,,11.794,0.029,11.47,0.022,11.401,0.025,5776,4.427,-0.124,0.975,0.963,1.003,409.2,0.035
9845,9845,9845,9845,9845,9845,248559241,10 43 04.690,+04 47 40.84,1,14.041,,,474-045970,10430470+0447409,,STAR,gri,-12.4,3,0.7,3.2,,,15.197,0.03,14.284,0.03,,,14.693,0.03,14.025,0.03,13.761,0.07,,,12.619,0.022,12.117,0.024,12.082,0.026,5078,3.279,-0.763,3.32,0.894,0.017,1729,0.03
9846,9846,9846,9846,9846,9846,248559296,10 40 00.115,+04 47 46.17,1,13.139,,,474-045894,10400011+0447461,,STAR,gri,-18.9,4.2,-15.6,5.8,,,14.418,0.03,13.413,0.02,,,13.911,0.02,13.062,0.03,12.809,0.08,,,11.623,0.024,11.142,0.022,11.028,0.021,4912,4.585,0.024,0.762,0.819,1.847,243.7,0.025
9847,9847,9847,9847,9847,9847,248559316,10 33 14.628,+04 47 48.60,1,11.672,,256-1241-1,474-045719,10331463+0447486,,STAR,gri,-22.9,2.5,-8.3,2.7,,,12.735,0.285,11.799,0.188,,,12.133,0.02,11.651,0.06,11.475,0.04,,,10.525,0.023,10.166,0.022,10.093,0.023,5683,4.355,-0.169,1.093,0.997,0.734,264.5,0.03
9848,9848,9848,9848,9848,9848,248559326,10 41 43.421,+04 47 49.33,1,19.441,,,,,2126-301-4-0275-0238,STAR,gri,12,6,-4,6,,,,,,,19.731,0.03,19.496,0.012,19.422,0.013,19.25,0.015,19.185,0.045,,,,,,,,,,,,,,
9849,9849,9849,9849,9849,9849,248559347,10 32 47.187,+04 47 52.51,1,15.533,,,474-045703,10324716+0447519,2126-301-4-0261-0173,STAR,JHK,-83.5,7.1,22.7,7,,,,,,,,,,,,,,,,,13.183,0.026,12.582,0.025,12.293,0.023,3533,5.035,0.001,0.242,0.239,15.41,97.96,0.019
9850,9850,9850,9850,9850,9850,248559353,10 32 20.479,+04 47 53.23,1,17.922,,,,10322047+0447532,,STAR,J,6,5,12,4,,,,,,,,,,,,,,,,,16.394,0.141,15.631,0.143,15.132,0.171,3871,4.918,-0.23,0.33,0.382,8.776,682.4,0.032
9851,9851,9851,9851,9851,9851,248559369,10 38 25.421,+04 47 54.45,1,17.037,,,,10382542+0447544,2126-301-4-0270-0193,EXTENDED,gri,-7,3,5,3,,,,,,,18.922,0.033,17.673,0.007,17.143,0.006,16.764,0.006,16.563,0.016,16.329,0.156,15.84,0.213,15.024,0.169,,,,,,,,
9852,9852,9852,9852,9852,9852,248559379,10 30 08.695,+04 47 55.75,1,14.192,,,474-045636,10300870+0447557,2126-301-4-0256-0096,STAR,gri,-9.9,2.6,-40.1,7.3,,,15.494,0.08,14.548,0.11,,,15.013,0.05,14.168,0.07,13.84,0.15,,,12.68,0.027,12.204,0.022,12.058,0.021,4908,4.625,-0.258,0.685,0.745,2.211,353.2,0.033
9853,9853,9853,9853,9853,9853,248559408,10 25 28.942,+04 47 58.43,1,16.74,,,,10252894+0447584,2126-301-4-0248-0211,EXTENDED,gri,0,3,-5,3,,,,,,,19.023,0.034,17.576,0.006,16.796,0.004,16.381,0.004,16.107,0.01,15.876,0.116,15.186,0.122,14.569,0.121,,,,,,,,
9854,9854,9854,9854,9854,9854,248559413,10 23 01.943,+04 47 59.16,1,17.399,,,,,2125-301-5-0247-0205,EXTENDED,gri,-4,3,7,3,,,,,,,19.224,0.053,17.984,0.01,17.451,0.008,17.148,0.01,16.977,0.026,,,,,,,,,,,,,,
9855,9855,9855,9855,9855,9855,248559461,10 19 03.123,+04 48 04.46,1,18.788,,,,,2125-301-5-0240-0058,STAR,gri,2,4,5,4,,,,,,,19.215,0.022,18.843,0.009,18.77,0.009,18.698,0.011,18.506,0.028,,,,,,,,,,,,,,
9856,9856,9856,9856,9856,9856,248559481,10 14 49.810,+04 48 06.83,1,11.736,,248-284-1,475-046571,10144980+0448069,,STAR,gri,-39.5,3.2,-9.2,3.4,,,12.827,0.358,12.054,0.243,,,12.373,0.02,11.71,0.01,11.463,0.04,,,10.499,0.024,10.075,0.023,10.002,0.023,5196,4.551,0.074,0.819,0.889,1.595,167.1,0.025
9857,9857,9857,9857,9857,9857,248559504,10 41 23.590,+04 48 08.76,1,16.591,,,,10412359+0448087,2126-301-4-0275-0154,STAR,gri,-17,3,-101,3,,,,,,,20.893,0.061,18.352,0.007,17.001,0.005,15.837,0.005,15.23,0.006,13.905,0.027,13.397,0.032,13.113,0.037,3359,5.08,0.171,0.205,0.186,21.17,103.9,0.017
9858,9858,9858,9858,9858,9858,248559519,10 19 40.476,+04 48 09.84,1,19.117,,,,,2125-301-5-0241-0078,STAR,gri,3,4,-1,4,,,,,,,19.333,0.024,19.154,0.01,19.105,0.011,18.853,0.013,18.879,0.038,,,,,,,,,,,,,,
9859,9859,9859,9859,9859,9859,248559538,10 44 22.303,+04 48 11.29,1,11.657,,257-359-1,475-047375,10442237+0448110,,STAR,gri,-36.6,5.2,4.2,5.3,,,12.809,0.376,12.003,0.251,,,12.377,0.02,11.65,0.02,11.349,0.03,,,10.135,0.025,9.604,0.025,9.501,0.023,4950,2.993,-0.617,4.585,0.934,0.008,747.4,0.036
9860,9860,9860,9860,9860,9860,248559539,10 33 53.587,+04 48 11.39,1,12.8,,,475-047129,10335358+0448114,,STAR,gri,6.3,2,-7.1,4.4,,,13.72,0.02,13.001,0.03,,,13.314,0.01,12.797,0.01,12.579,0.06,,,11.618,0.024,11.21,0.022,11.103,0.019,5410,2.499,-1.066,8.717,0.885,0.001,2810,0.034
9861,9861,9861,9861,9861,9861,248559544,10 41 11.934,+04 48 12.01,1,14.394,,,475-047301,10411194+0448122,,STAR,gri,-17.1,3.6,6.6,4.1,,,15.666,0.07,14.705,0.05,,,15.143,0.08,14.404,0.03,14.073,0.07,,,12.975,0.023,12.475,0.022,12.4,0.027,4994,4.6,-0.158,0.738,0.798,1.951,445.3,0.033
9862,9862,9862,9862,9862,9862,248559545,10 39 06.359,+04 48 12.01,1,16.545,,,,10390635+0448120,2126-301-4-0271-0285,EXTENDED,gri,2,3,1,3,,,,,,,18.752,0.039,17.366,0.007,16.621,0.005,16.193,0.005,15.926,0.012,16.154,0.148,15.328,0.14,15.035,0.172,,,,,,,,
9863,9863,9863,9863,9863,9863,248559557,10 26 28.209,+04 48 13.28,1,11.87,,,475-046934,10262820+0448132,,STAR,gri,-70.8,1.3,48.6,1.5,,,13.021,0.02,12.182,0.02,,,12.549,0.01,11.87,0.03,11.579,0.04,,,10.455,0.023,10.009,0.026,9.876,0.019,5075,4.603,-0.288,0.72,0.768,2.012,139.4,0.023
9864,9864,9864,9864,9864,9864,248559568,10 30 07.575,+04 48 14.58,1,17.198,,,,10300757+0448145,2126-301-4-0256-0097,STAR,gri,-6,3,14,3,,,,,,,20.962,0.067,18.315,0.007,17.168,0.005,16.72,0.005,16.478,0.008,15.279,0.049,14.728,0.062,14.575,0.106,4252,4.787,-0.386,0.487,0.539,4.479,669.8,0.031
9865,9865,9865,9865,9865,9865,248559581,10 39 38.948,+04 48 16.94,1,18.615,,,,10393894+0448169,2126-301-4-0272-0149,EXTENDED,gri,6,4,3,4,,,,,,,21.363,0.131,19.578,0.015,18.597,0.01,18.202,0.009,17.859,0.024,16.53,0.156,15.924,0.15,,,,,,,,,,
9866,9866,9866,9866,9866,9866,248559603,10 16 48.304,+04 48 18.65,1,12.715,,,475-046634,10164831+0448184,,STAR,gri,-3.6,2.1,-26.4,2.5,,,13.888,0.02,13.026,0.03,,,13.439,0.02,12.692,0.03,12.404,0.03,,,11.282,0.022,10.729,0.022,10.699,0.019,4932,3.335,-0.489,3.056,0.926,0.021,876.6,0.032
9867,9867,9867,9867,9867,9867,248559607,10 27 03.087,+04 48 19.37,1,13.608,,,475-046956,10270308+0448193,,STAR,gri,-37.6,2.6,-43.4,3.1,,,14.967,0.02,13.948,0.04,,,14.443,0.03,13.555,0.04,13.25,0.04,,,12.085,0.021,11.569,0.022,11.511,0.021,4682,4.642,-0.092,0.673,0.743,2.35,251,0.029
9868,9868,9868,9868,9868,9868,248559622,10 40 01.427,+04 48 20.71,1,18.635,,,,10400142+0448207,2126-301-4-0273-0040,STAR,gri,,,,,,,,,,,24.965,0.694,20.797,0.026,19.32,0.012,17.708,0.007,16.873,0.01,15.351,0.053,14.829,0.049,14.514,0.089,3069,5.181,0.097,0.153,0.129,36.23,136.8,0.015
9869,9869,9869,9869,9869,9869,248559665,10 27 19.614,+04 48 26.15,1,17.892,,,,10271961+0448261,2126-301-4-0252-0083,EXTENDED,gri,1,3,-4,3,,,,,,,21.393,0.16,19.001,0.011,17.871,0.007,17.416,0.007,17.068,0.015,16.258,0.136,15.376,0.125,15.301,0.164,,,,,,,,
9870,9870,9870,9870,9870,9870,248559673,10 17 20.261,+04 48 26.87,1,17.785,,,,10172026+0448268,2125-301-5-0237-0174,EXTENDED,gri,4,3,-2,3,,,,,,,21.013,0.159,19.102,0.017,17.727,0.008,17.221,0.007,16.921,0.017,16.543,0.178,,,14.907,0.151,,,,,,,,
9871,9871,9871,9871,9871,9871,248559681,10 45 46.685,+04 48 27.24,1,18.434,,,,,2126-301-4-0282-0198,EXTENDED,gri,-5,3,2,3,,,,,,,20.82,0.096,19.326,0.014,18.532,0.01,18.052,0.01,17.738,0.026,,,,,,,,,,,,,,
9872,9872,9872,9872,9872,9872,248559694,10 30 00.751,+04 48 28.66,1,15.315,,,475-047027,10300075+0448288,2126-301-4-0256-0064,STAR,gri,34,2,-44,2,,,17.195,0.104,15.988,0.065,,,16.612,0.05,15.371,0.01,14.76,0.086,,,13.194,0.026,12.536,0.027,12.385,0.027,4045,4.813,-0.089,0.465,0.522,4.958,236.1,0.027
9873,9873,9873,9873,9873,9873,248559701,10 14 34.551,+04 48 29.79,1,16.809,,,475-046562,10143453+0448300,2125-301-5-0233-0170,STAR,JHK,18.5,4,-41.4,4.3,,,,,,,,,,,,,,,,,14.698,0.045,14.001,0.036,13.882,0.054,4102,4.837,-0.29,0.43,0.474,5.832,437,0.033
9874,9874,9874,9874,9874,9874,248559705,10 33 35.587,+04 48 30.37,1,16.528,,,,10333558+0448303,2126-301-4-0262-0204,EXTENDED,gri,-2,3,5,3,,,,,,,19.329,0.049,17.462,0.006,16.552,0.004,16.127,0.004,15.806,0.01,15.596,0.111,15.05,0.162,14.705,0.145,,,,,,,,
9875,9875,9875,9875,9875,9875,248559709,10 45 07.880,+04 48 30.96,1,10.364,,257-257-1,475-047397,10450789+0448309,,STAR,gri,15.2,2,-5.1,2,,,11.386,0.094,10.623,0.074,,,11.066,0.02,10.35,0.03,10.063,0.04,,,8.932,0.027,8.42,0.038,8.272,0.024,4933,2.385,-0.602,10,0.954,8.83E-04,874.4,0.034
9876,9876,9876,9876,9876,9876,248559751,10 25 47.922,+04 48 34.98,1,17.417,,,,10254792+0448349,2126-301-4-0249-0045,EXTENDED,gri,-12,4,-10,4,,,,,,,20.3,0.122,18.48,0.012,17.431,0.008,16.961,0.007,16.707,0.02,16.599,0.162,15.851,0.194,14.875,0.145,,,,,,,,
9877,9877,9877,9877,9877,9877,248559760,10 46 05.970,+04 48 35.45,1,14.873,,,475-047431,10460596+0448353,2126-301-4-0283-0045,STAR,gri,-31.6,3.6,3.2,4.1,,,16.185,0.02,15.216,0.05,,,15.696,0.04,14.895,0.04,14.52,0.09,,,13.372,0.026,12.828,0.029,12.811,0.037,4852,4.627,-0.25,0.677,0.727,2.269,476.4,0.032
9878,9878,9878,9878,9878,9878,248559767,10 19 38.112,+04 48 36.22,1,12.82,,,475-046734,10193810+0448359,,STAR,gri,-14.6,1.7,-10.7,2.2,,,13.613,0.01,12.968,0.01,,,13.21,0.02,12.77,0.03,12.653,0.05,,,11.664,0.021,11.387,0.022,11.309,0.021,5984,4.259,-0.103,1.203,1.079,0.542,505.3,0.035
9879,9879,9879,9879,9879,9879,248559787,10 38 57.942,+04 48 38.89,1,18.647,,,,,2126-301-4-0271-0028,EXTENDED,gri,13,3,-9,3,,,,,,,19.138,0.022,18.869,0.009,18.573,0.009,18.392,0.009,17.899,0.02,,,,,,,,,,,,,,
9880,9880,9880,9880,9880,9880,248559795,10 40 02.403,+04 48 39.52,1,9.919,,257-1177-1,475-047274,10400240+0448395,,STAR,gri,-35.6,1.7,-10,1.8,,,10.44,0.039,9.973,0.037,,,10.092,0.01,9.861,0.02,9.846,0.08,,,9.136,0.024,8.905,0.022,8.849,0.021,6631,4.141,-0.067,1.581,1.361,0.305,224,0.026
9881,9881,9881,9881,9881,9881,248559796,10 40 05.742,+04 48 39.57,1,17.532,,,,10400574+0448395,2126-301-4-0273-0042,EXTENDED,gri,1,3,0,3,,,,,,,19.895,0.059,18.284,0.008,17.569,0.006,17.21,0.006,16.93,0.016,16.379,0.155,15.663,0.126,15.241,0.206,,,,,,,,
9882,9882,9882,9882,9882,9882,248559797,10 23 04.999,+04 48 39.60,1,16.459,,,,10230499+0448395,,STAR,J,,,,,,,,,,,,,,,,,,,,,15.036,0.078,14.194,0.079,13.827,0.071,3912,4.865,-0.153,0.399,0.438,6.952,440.5,0.032
9883,9883,9883,9883,9883,9883,248559803,10 46 14.490,+04 48 40.95,1,16.363,,,,10461449+0448409,2126-301-4-0283-0148,EXTENDED,gri,-3,3,2,3,,,,,,,19.223,0.047,17.314,0.006,16.386,0.004,15.955,0.004,15.623,0.009,15.497,0.096,14.86,0.103,14.363,0.102,,,,,,,,
9884,9884,9884,9884,9884,9884,248559814,10 28 03.161,+04 48 41.66,1,16.591,,,,10280316+0448416,2126-301-4-0253-0133,EXTENDED,gri,1,3,3,3,,,,,,,19.443,0.054,17.57,0.007,16.601,0.005,16.172,0.004,15.819,0.01,15.729,0.102,14.898,0.114,14.395,0.1,,,,,,,,
9885,9885,9885,9885,9885,9885,248559838,10 25 52.207,+04 48 44.29,1,17.644,,,,10255220+0448442,2126-301-4-0249-0195,EXTENDED,gri,6,3,-6,3,,,,,,,19.968,0.077,18.624,0.012,17.675,0.008,17.224,0.008,16.944,0.021,16.603,0.186,15.916,0.182,15.329,0.194,,,,,,,,
9886,9886,9886,9886,9886,9886,248559845,10 21 05.293,+04 48 45.23,1,14.721,,,475-046776,10210529+0448452,,STAR,gri,-31.4,3.8,-6.3,4.6,,,15.8,0.04,15.003,0.05,,,15.34,0.05,14.7,0.06,14.455,0.01,,,13.364,0.026,12.945,0.025,12.854,0.034,5100,4.587,-0.177,0.744,0.791,1.886,552.7,0.033
